City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,acapulco de juarez,16.8634,-99.8901,26.9,74,0,2.57,MX,1707321182
287,brisas de zicatela,15.8369,-97.0419,26.29,78,0,4.12,MX,1707321183
288,la ronge,55.1001,-105.2842,-11.86,85,100,2.57,CA,1707320701
289,helena valley west central,46.6629,-112.0604,1.04,97,100,3.6,US,1707321185
290,khuzdar,27.7384,66.6434,12.83,48,37,2.35,PK,1707321186
291,palikir - national government center,6.9248,158.1611,27.41,78,40,3.09,FM,1707321187
292,salacgriva,57.7536,24.3581,-4.87,73,48,3.86,LV,1707321188
293,cill airne,52.05,-9.5167,7.03,70,0,5.14,IE,1707320830
294,bhimunipatnam,17.8833,83.4333,25.73,82,16,3.06,IN,1707321191
295,minab,27.1467,57.0801,19.88,55,0,1.85,IR,1707321192
296,porto novo,6.4965,2.6036,32.9,24,10,4.42,BJ,1707321133
297,northam,51.0333,-4.2167,7.36,87,100,1.88,GB,1707321194
298,sechura,-5.5569,-80.8222,29.18,59,13,4.0,PE,1707321195
299,geraldton,-28.7667,114.6,22.23,56,0,2.06,AU,1707320633
300,kirakira,-10.4544,161.9205,27.59,81,100,4.84,SB,1707321197
301,grand baie,-20.0182,57.5802,28.26,82,98,0.89,MU,1707321198
302,hadibu,12.65,54.0333,25.35,70,85,5.47,YE,1707321199
303,funafuti,-8.5243,179.1942,28.0,94,100,10.29,TV,1707321200
304,freetown,8.484,-13.2299,29.84,74,40,2.06,SL,1707320695
305,la sarre,48.8002,-79.1996,0.45,100,99,2.13,CA,1707321060
306,vernon,50.2581,-119.2691,2.39,95,100,0.0,CA,1707321203
307,porirua,-41.1333,174.85,18.25,86,96,5.34,NZ,1707321205
308,yarmouth,41.7057,-70.2286,4.08,84,75,7.15,US,1707320856
309,kanniyakumari,8.0833,77.5667,26.57,71,34,3.37,IN,1707321207
310,dhidhdhoo,6.8833,73.1,27.6,71,4,3.48,MV,1707320793
311,tamiahua,21.2667,-97.45,20.22,68,0,3.27,MX,1707321209
312,buka,40.8108,69.1986,8.44,64,100,3.76,UZ,1707321210
313,divnogorsk,55.9594,92.3619,-13.73,95,58,1.46,RU,1707321211
314,bengkulu,-3.8004,102.2655,24.92,89,100,1.47,ID,1707321212
315,wahpeton,46.2652,-96.6059,5.4,100,0,5.14,US,1707321214
316,barra de santo antonio,-9.4047,-35.5072,33.6,65,84,5.77,BR,1707321215
317,labrador city,52.9463,-66.9114,-4.9,58,100,0.0,CA,1707321216
318,camana,-16.6228,-72.7111,26.66,76,2,3.56,PE,1707320763
319,nizhneudinsk,54.9076,99.0276,-16.95,97,59,1.19,RU,1707321218
320,glace bay,46.1969,-59.957,-0.51,78,75,3.13,CA,1707320717
321,chui,-33.6971,-53.4616,29.64,43,36,3.19,UY,1707321220
322,lowestoft,52.4752,1.7516,7.35,75,100,1.27,GB,1707321221
323,kearney,40.6995,-99.0815,9.5,81,0,9.77,US,1707320701
324,alto araguaia,-17.3147,-53.2153,29.84,55,96,3.18,BR,1707321223
325,ouro sogui,15.6,-13.3167,36.01,15,0,2.06,SN,1707321224
326,amga,60.8953,131.9608,-34.06,100,90,0.48,RU,1707321225
327,danao,10.5208,124.0272,26.03,80,100,3.02,PH,1707321227
328,sos'va,59.1766,61.8558,-2.75,98,100,2.24,RU,1707321228
329,berdigestyakh,62.0989,126.6992,-33.7,100,97,1.15,RU,1707320751
330,masuguru,-11.3667,38.4167,26.84,88,32,1.64,TZ,1707321230
331,jarna,48.212,12.0567,11.55,65,99,7.97,DE,1707321231
332,barakani,-12.1356,44.4317,28.44,81,96,4.56,KM,1707321232
333,guiren,33.6697,118.1889,-3.14,95,87,1.62,CN,1707321233
334,lompoc,34.6391,-120.4579,10.43,82,100,7.72,US,1707321234
335,fortaleza,-3.7227,-38.5247,33.07,99,75,8.75,BR,1707321159
336,calama,-22.4667,-68.9333,22.27,43,0,4.12,CL,1707321236
337,ginir,7.1333,40.7,19.97,39,22,3.7,ET,1707321237
338,nagqu,31.5,92.0,-8.19,24,3,2.56,CN,1707321238
339,homer,59.6425,-151.5483,0.93,91,90,3.58,US,1707321239
340,puerto penasco,31.3167,-113.5333,14.95,72,75,3.58,MX,1707321240
341,sudislavl',57.8817,41.7083,-16.06,96,100,3.47,RU,1707321241
342,narra,9.3167,118.4,24.63,89,62,1.8,PH,1707321242
343,al bayda',32.7627,21.7551,11.77,68,86,4.51,LY,1707321243
344,souillac,-20.5167,57.5167,28.21,78,75,4.63,MU,1707321244
345,lodja,-3.4833,23.4333,22.65,92,86,0.92,CD,1707321245
346,pyhajarvi,67.0701,27.2176,-21.39,100,100,1.35,FI,1707320713
347,acarau,-2.8856,-40.12,31.86,58,50,7.7,BR,1707321247
348,porbandar,21.6422,69.6093,23.68,56,69,4.64,IN,1707321248
349,lerwick,60.1545,-1.1494,2.0,61,61,9.07,GB,1707320659
350,kasserine,35.1676,8.8365,16.13,27,0,6.01,TN,1707321250
351,nar'yan-mar,67.6713,53.087,-27.16,100,91,1.79,RU,1707321251
352,north haven,41.3909,-72.8595,5.45,61,0,3.6,US,1707321030
353,shevchenko,48.5,35.0,9.55,63,86,6.96,UA,1707321255
354,paradip garh,20.3167,86.6167,23.06,88,0,2.48,IN,1707321256
355,revda,56.801,59.9303,-4.85,96,100,2.26,RU,1707321258
356,sisimiut,66.9395,-53.6735,-11.67,94,100,7.42,GL,1707321259
357,mount darwin,-16.7725,31.5838,24.16,77,83,1.86,ZW,1707321260
358,zabaykal'sk,49.6333,117.3167,-22.69,92,5,1.96,RU,1707321261
359,santiago de veraguas,8.1,-80.9833,29.36,56,15,3.58,PA,1707321262
360,nuku'alofa,-21.1333,-175.2,24.19,88,20,1.03,TO,1707321263
361,igrim,63.1906,64.4162,-2.9,91,100,3.47,RU,1707321265
362,howrah,22.5892,88.3103,21.0,68,1,0.0,IN,1707321266
363,papao,-17.75,-149.55,28.82,88,100,13.92,PF,1707321267
364,magadan,59.5667,150.8,-24.53,85,82,2.9,RU,1707321268
365,coquimbo,-29.9533,-71.3436,19.85,88,75,4.63,CL,1707320749
366,bechar,31.6167,-2.2167,21.18,11,0,2.06,DZ,1707321270
367,saint-francois,46.4154,3.9054,10.69,74,100,2.57,FR,1707321272
368,corner brook,48.9667,-57.9484,-5.91,86,21,1.17,CA,1707321273
369,wangaratta,-36.3667,146.3333,16.84,87,0,2.16,AU,1707321275
370,serhetabat,35.2799,62.3438,11.49,27,0,3.13,TM,1707321276
371,baise city,23.8997,106.6133,10.7,77,100,1.01,CN,1707321277
372,tofol,5.3248,163.0078,27.37,76,97,7.52,FM,1707321279
373,nirmal,19.1,78.35,27.15,35,2,2.79,IN,1707321280
374,ola,59.5833,151.2833,-25.18,90,77,3.38,RU,1707321281
375,suva,-18.1416,178.4415,23.71,94,75,0.0,FJ,1707321282
376,salalah,17.0151,54.0924,26.05,50,0,1.54,OM,1707321284
377,alofi,-19.0595,-169.9187,24.94,100,82,1.54,NU,1707321285
378,boende,-0.2167,20.8667,31.5,41,67,1.93,CD,1707321286
379,mokhsogollokh,61.4681,128.9203,-31.54,99,98,1.27,RU,1707321289
380,ha'il,27.5219,41.6907,17.01,23,0,3.09,SA,1707321290
381,ambovombe,-25.1667,46.0833,23.63,89,68,2.66,MG,1707321291
382,torghay,49.6339,63.4981,-4.23,89,100,13.39,KZ,1707321292
383,kursavka,44.4564,42.5093,7.71,58,100,2.44,RU,1707321293
384,san luis de la loma,17.2706,-100.8939,27.23,67,36,1.59,MX,1707321294
385,kudahuvadhoo,2.6708,72.8944,27.95,79,65,6.07,MV,1707321295
386,baabda,33.8339,35.5442,16.43,77,75,2.57,LB,1707321296
387,aberdeen,57.1437,-2.0981,3.27,64,40,4.63,GB,1707320742
388,kattivakkam,13.2167,80.3167,26.17,74,0,2.74,IN,1707321299
389,natal,-5.795,-35.2094,32.36,66,75,6.17,BR,1707321300
390,santana,-0.0583,-51.1817,32.1,66,40,6.17,BR,1707321301
391,blackstone,42.0179,-71.5412,4.17,69,20,3.6,US,1707321302
392,kalanchak,46.2562,33.2907,8.01,76,30,7.48,UA,1707321304
393,tubarjal,30.4999,38.216,14.63,47,0,2.92,SA,1707320755
394,point pedro,9.8167,80.2333,25.98,73,15,5.58,LK,1707321306
395,sulphur springs,33.1385,-95.6011,13.64,44,0,3.6,US,1707321307
396,remire-montjoly,4.9167,-52.2667,30.02,74,100,8.23,GF,1707321308
397,zag,46.9441,99.165,-27.55,79,21,1.89,MN,1707321310
398,mossel bay,-34.1831,22.146,23.96,69,5,5.81,ZA,1707321312
399,iron river,46.0927,-88.6423,3.42,67,100,2.3,US,1707321313
400,yur'yev-pol'skiy,56.5,39.6833,-11.31,95,100,7.73,RU,1707321314
401,cove,7.221,2.3402,38.73,10,20,2.0,BJ,1707321315
402,ciudad melchor muzquiz,27.8833,-101.5167,13.54,52,100,0.99,MX,1707321316
403,caete,-19.88,-43.6697,27.67,74,95,0.45,BR,1707321180
404,namibe,-15.1961,12.1522,26.11,78,99,1.64,AO,1707321320
405,miguel ahumada,30.6167,-106.5167,14.69,37,92,6.38,MX,1707321322
406,soure,-0.7167,-48.5233,28.9,74,43,5.85,BR,1707321323
407,lensk,60.7253,114.9278,-30.58,100,100,0.71,RU,1707321324
408,lhokseumawe,5.1801,97.1507,26.35,83,16,2.22,ID,1707321325
409,nuuk,64.1835,-51.7216,-2.66,86,100,27.78,GL,1707321327
410,bushehr,28.9684,50.8385,19.05,52,0,7.2,IR,1707321328
411,sumbawa besar,-8.5,117.4333,23.89,92,86,1.19,ID,1707321329
412,kenora,49.8167,-94.4337,1.54,93,100,7.72,CA,1707321330
413,tymovskoye,50.8456,142.655,-23.04,98,46,0.76,RU,1707321331
414,uige,-7.6087,15.0613,26.96,71,57,0.77,AO,1707321333
415,si sa ket,14.8333,104.3333,26.63,62,11,2.78,TH,1707321334
416,yigo village,13.5361,144.8886,25.62,70,0,4.63,GU,1707320781
417,las heras,-46.5419,-68.9359,18.19,23,8,14.78,AR,1707321337
418,gilleleje,56.122,12.3106,1.03,81,89,7.6,DK,1707321338
419,kirensk,57.7853,108.1119,-5.02,95,100,4.02,RU,1707320821
420,byron bay,-28.65,153.6167,20.95,88,60,5.86,AU,1707321341
421,yaransk,57.3033,47.8861,-19.26,100,92,2.83,RU,1707321342
422,puerto palomas,31.7667,-107.6167,9.3,47,88,9.86,MX,1707321343
423,klaksvik,62.2266,-6.589,0.51,69,81,10.74,FO,1707321344
424,marquette,46.5333,-87.6335,4.82,80,95,1.79,US,1707321345
425,haikou,20.0458,110.3417,18.07,100,75,5.0,CN,1707321346
426,villa sandino,12.0483,-84.9936,25.65,36,19,8.11,NI,1707321347
427,saint helier,49.188,-2.1049,11.92,44,100,6.69,JE,1707321348
428,dwarka,22.2394,68.9678,23.77,61,100,5.85,IN,1707321349
429,qom,34.6401,50.8764,10.74,41,0,2.27,IR,1707321350
430,daru,-9.0763,143.2092,24.8,92,97,4.98,PG,1707321351
431,medina,24.4686,39.6142,25.24,15,0,5.66,SA,1707321106
432,virginia beach,36.8529,-75.978,7.8,69,75,6.69,US,1707321353
433,jinji,23.2281,110.8261,7.7,90,92,2.23,CN,1707321354
434,minas de marcona,-15.2119,-75.1103,23.51,71,65,3.6,PE,1707321355
435,plymouth,41.8334,-70.8328,3.95,75,100,6.17,US,1707321356
436,kolpashevo,58.3131,82.9089,-7.72,93,100,3.13,RU,1707321357
437,christchurch,-43.5333,172.6333,17.73,89,100,3.09,NZ,1707321198
438,irece,-11.3042,-41.8558,32.63,32,54,1.82,BR,1707321208
439,carutapera,-1.195,-46.02,31.12,63,98,4.97,BR,1707321129
440,marotta,43.764,13.1477,16.08,80,100,2.81,IT,1707321362
441,playa del ingles,27.7567,-15.5787,22.86,42,100,3.53,ES,1707321071
442,lazaro cardenas,17.9583,-102.2,27.65,57,81,0.13,MX,1707321365
443,murashi,59.3999,48.9615,-13.09,94,100,2.98,RU,1707321366
444,atar,20.5169,-13.0499,32.59,6,0,3.77,MR,1707321367
445,kingscliff,-28.2667,153.5667,23.74,94,100,4.63,AU,1707321368
446,bahau,2.8079,102.4049,24.33,95,100,0.94,MY,1707321369
447,valparaiso,-33.0393,-71.6273,31.75,66,3,4.12,CL,1707321370
448,lib,8.3122,167.3766,27.26,78,88,11.31,MH,1707321371
449,la trinite,14.7376,-60.9629,30.03,70,75,5.14,MQ,1707321372
450,hindoria,23.9,79.5667,17.93,32,74,3.48,IN,1707321373
451,tuncurry,-32.1667,152.5,20.69,95,100,0.89,AU,1707321375
452,swakopmund,-22.6833,14.5333,25.47,85,100,4.66,NA,1707321376
453,machico,32.7,-16.7667,23.17,58,75,8.23,PT,1707321377
454,pemangkat,1.1667,108.9667,25.71,89,100,2.88,ID,1707321377
455,kapa'a,22.0752,-159.319,23.18,76,20,8.75,US,1707321378
456,mutuali,-14.8706,37.0044,24.35,89,43,1.16,MZ,1707321379
457,wanganui,-39.9333,175.05,13.22,93,93,2.24,NZ,1707321380
458,mingyue,43.1069,128.9217,-14.22,92,5,1.76,CN,1707321381
459,minot,48.2325,-101.2963,0.06,93,100,6.17,US,1707321191
460,belmonte,-15.8631,-38.8828,30.14,63,64,3.16,BR,1707321383
461,atbasar,51.8,68.3333,-4.99,86,100,10.57,KZ,1707321384
462,tobruk,32.0836,23.9764,16.7,57,47,1.26,LY,1707321385
463,aioun,16.6614,-9.6149,33.97,6,0,5.84,MR,1707321386
464,along,28.1667,94.7667,9.82,95,65,0.75,IN,1707321387
465,pathein,16.7833,94.7333,24.14,70,0,6.55,MM,1707321388
466,pandan,14.0453,124.1694,24.49,84,26,2.49,PH,1707321389
467,cole harbour,44.6724,-63.4751,-0.58,86,100,4.63,CA,1707321390
468,dhuusamarreeb,5.535,46.3861,30.88,45,36,7.46,SO,1707321391
469,fang,19.9169,99.2145,19.71,47,0,0.9,TH,1707321393
470,piacabucu,-10.4056,-36.4344,31.53,58,89,6.3,BR,1707321394
471,rawson,-43.3002,-65.1023,22.37,21,25,14.39,AR,1707321395
472,sakaiminato,35.55,133.2333,3.96,100,75,1.03,JP,1707321396
473,doka,13.5167,35.7667,28.62,24,59,4.4,SD,1707321397
474,hobyo,5.3505,48.5268,26.67,80,27,7.26,SO,1707320837
475,guaratinga,-16.5667,-39.5667,32.39,47,52,2.7,BR,1707321398
476,koutiala,12.3917,-5.4642,35.34,6,28,6.36,ML,1707321400
477,meadow lakes,61.6247,-149.6011,-2.86,85,100,2.57,US,1707321401
478,saint-pierre,-21.3393,55.4781,26.82,78,100,3.6,RE,1707321402
479,roquetas de mar,36.7642,-2.6148,18.67,66,68,5.17,ES,1707321403
480,mandalgovi,45.7625,106.2708,-20.68,90,31,2.37,MN,1707320825
481,neckargemund,49.3922,8.7942,10.89,87,100,2.24,DE,1707321405
482,as samawah,31.332,45.2944,17.79,35,1,2.99,IQ,1707321406
483,paita,-5.0892,-81.1144,27.44,69,20,4.36,PE,1707321407
484,st. john's,47.5649,-52.7093,0.08,85,75,9.26,CA,1707321202
485,hasaki,35.7333,140.8333,-0.78,50,19,1.36,JP,1707321409
486,gassol,8.5333,10.4667,36.28,10,71,4.7,NG,1707321410
487,hotan,37.0997,79.9269,-1.81,68,100,2.49,CN,1707321411
488,barcelos,41.5388,-8.6151,16.62,91,100,5.31,PT,1707321412
489,mwandiga,-4.83,29.6581,24.02,79,18,1.06,TZ,1707321413
490,high river,50.5834,-113.8687,-6.25,95,100,2.1,CA,1707321414
491,wanlaweyn,2.6185,44.8938,30.76,50,61,8.43,SO,1707321415
492,belek,36.8628,31.0556,17.28,78,95,0.61,TR,1707321415
493,paraiso,9.8383,-83.8656,21.48,88,77,2.12,CR,1707321416
494,santa ana,33.7456,-117.8678,10.84,97,40,0.45,US,1707321156
495,nadvoitsy,63.8667,34.3167,-24.77,100,65,1.7,RU,1707321418
496,labuan,5.2767,115.2417,26.2,94,20,1.03,MY,1707321419
497,el ejido,36.7763,-2.8146,18.19,53,88,4.11,ES,1707321420
498,kasongo-lunda,-6.4667,16.8167,28.51,65,52,1.4,CD,1707321421
499,coahuayana de hidalgo,18.7,-103.6583,28.83,52,52,0.97,MX,1707321422
500,al hazm,16.1641,44.7769,23.09,28,99,3.23,YE,1707321423
501,richards bay,-28.783,32.0377,26.42,79,14,5.4,ZA,1707320852
502,colesberg,-30.72,25.0972,30.53,6,1,10.09,ZA,1707321425
503,cidreira,-30.1811,-50.2056,25.0,81,94,5.98,BR,1707321425
504,brandfort,-28.7001,26.4597,32.67,20,28,7.98,ZA,1707321426
505,tigwav,18.4314,-72.8669,25.25,56,29,5.56,HT,1707321427
506,zavetnoye,47.1194,43.8903,5.47,89,98,5.92,RU,1707321428
507,contai,21.7786,87.7536,22.16,77,0,2.29,IN,1707321429
508,bamboo flat,11.7,92.7167,26.05,83,20,1.03,IN,1707321430
509,manokwari,-0.8667,134.0833,25.88,86,100,3.22,ID,1707321431
510,yuzhno-kurilsk,44.0306,145.8556,-8.68,86,40,2.27,RU,1707321432
511,makhambet,47.6667,51.5833,-1.55,69,18,4.55,KZ,1707321433
512,gorontalo,0.5412,123.0595,24.11,94,92,1.6,ID,1707321434
513,saint-leu,-21.15,55.2833,27.46,77,98,0.78,RE,1707321435
514,likiep,9.8251,169.3107,26.57,81,93,10.38,MH,1707321435
515,qinhuangdao,39.9317,119.5883,-3.24,71,2,1.38,CN,1707321436
516,kidal,18.4411,1.4078,27.58,6,0,4.9,ML,1707321437
517,rabo de peixe,37.8,-25.5833,17.73,94,75,8.75,PT,1707321438
518,howard springs,-12.497,131.047,25.95,96,100,1.55,AU,1707321439
519,qui nhon,13.7667,109.2333,23.94,90,25,3.06,VN,1707321440
520,bardai,11.65,7.2333,29.6,12,76,6.15,NG,1707321441
521,esil,51.9556,66.4042,-5.14,89,100,12.54,KZ,1707321442
522,san antonio de pale,-1.4014,5.6325,28.5,71,60,1.09,GQ,1707321443
523,wuwei,37.9281,102.6414,-7.56,87,44,0.89,CN,1707321444
524,svislach,53.6404,27.9199,0.14,76,99,8.3,BY,1707321445
525,taltal,-25.4,-70.4833,23.58,71,14,2.44,CL,1707321445
526,nouadhibou,20.931,-17.0347,28.99,15,11,3.6,MR,1707321446
527,queenstown,-31.8976,26.8753,27.16,32,0,5.05,ZA,1707321447
528,chegdomyn,51.1167,133.0167,-23.23,100,100,0.4,RU,1707321448
529,ahar,38.4774,47.0699,1.63,80,20,3.48,IR,1707321449
530,mil'kovo,55.6078,37.7956,-5.33,96,100,4.08,RU,1707321450
531,eureka,40.8021,-124.1637,6.63,94,100,0.89,US,1707321451
532,ponta delgada,37.7333,-25.6667,18.4,94,75,8.75,PT,1707321452
533,kenai,60.5544,-151.2583,-4.97,93,75,0.0,US,1707321453
534,yutan,28.25,112.55,0.3,98,100,2.9,CN,1707321454
535,tarko-sale,64.9225,77.785,-3.89,95,99,5.91,RU,1707321456
536,shakawe,-18.3667,21.85,31.27,44,65,0.87,BW,1707321457
537,pisco,-13.7,-76.2167,26.68,78,0,4.12,PE,1707321458
538,xiongzhou,25.1167,114.3,4.23,92,99,2.0,CN,1707321459
539,antsiranana,-12.2787,49.2917,27.42,83,20,0.0,MG,1707320862
540,urangan,-25.3,152.9,26.48,74,36,8.16,AU,1707321461
541,hammerfest,70.6634,23.6821,-9.75,79,40,2.57,NO,1707321462
542,singleton,-32.5667,151.1833,18.84,99,100,2.87,AU,1707321463
543,al 'aziziyah,32.9058,45.0616,16.11,45,3,3.12,IQ,1707321464
544,meadow lake,34.8014,-106.5436,7.04,72,91,6.08,US,1707321465
545,sai buri,6.7013,101.6168,25.42,83,3,1.99,TH,1707321466
546,princeville,45.7668,-61.2985,0.35,74,75,2.06,CA,1707321467
547,lusambo,-4.9667,23.45,25.44,77,83,0.45,CD,1707321468
548,karratha,-20.7377,116.8463,29.26,55,87,4.53,AU,1707321470
549,tres palos,18.1833,-101.6167,26.44,58,37,0.79,MX,1707321471
550,puerto armuelles,8.2833,-82.8667,32.99,64,5,3.13,PA,1707321472
551,fort-shevchenko,44.5086,50.263,5.47,90,100,5.89,KZ,1707321473
552,bubaque,11.2833,-15.8333,26.9,63,3,4.69,GW,1707321474
553,beeville,28.4008,-97.7483,17.57,88,75,3.6,US,1707321476
554,ciudad madero,22.2667,-97.8333,19.28,66,0,3.69,MX,1707321477
555,jaisalmer,26.9147,70.9181,18.59,33,24,4.76,IN,1707321478
556,sandnessjoen,66.0217,12.6316,-1.94,93,100,12.7,NO,1707321479
557,kapan,39.2075,46.4058,6.77,65,5,4.23,AM,1707321480
558,kazlu ruda,54.7667,23.5,-2.78,85,96,2.35,LT,1707321481
559,rincon,32.296,-81.2354,8.86,49,0,4.63,US,1707321481
560,ewo,-0.8725,14.8206,32.17,35,77,1.66,CG,1707321482
561,dryden,49.7833,-92.7503,1.16,93,100,3.09,CA,1707321483
562,oum hadjer,13.2954,19.6966,29.92,14,100,3.86,TD,1707321484
563,hilo,19.7297,-155.09,19.6,93,100,2.06,US,1707321441
564,halifax,44.6453,-63.5724,-0.29,86,100,4.63,CA,1707321135
565,dzhangala,49.2167,50.3333,-5.29,90,27,4.48,KZ,1707321487
566,lewistown,40.5992,-77.5714,5.89,100,17,0.73,US,1707321488
567,madang,-5.2246,145.7966,24.63,92,100,2.46,PG,1707321489
568,higuera de zaragoza,25.95,-109.2833,18.38,83,100,6.58,MX,1707321490
569,kaspiyskiy,45.3929,47.3707,3.72,90,92,5.38,RU,1707321491
570,eyl,7.9803,49.8164,25.33,76,17,8.53,SO,1707321492
571,umba,66.6871,34.3429,-17.85,96,100,1.43,RU,1707321493
572,prince rupert,54.3161,-130.3201,1.83,100,100,4.12,CA,1707321494
573,falakata,26.5208,89.2055,14.79,57,1,1.55,IN,1707321496
574,lebork,54.5392,17.7501,1.07,70,100,3.41,PL,1707321497
